_id,timestamp,Actor,Action,Activity,Location,Response,Correct Response,Details,Description
5dfcd77d096899266f30ed18,2019-12-20T14:15:25.729Z,f19e35cf-90c5-41fd-b82f-3d8e05391af0,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#sizeForLargeCaution,54,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 14, \""blue\"": 86 }""}",Input a Sample Size
5dfcd77d7a72cf26846e050a,2019-12-20T14:15:25.159Z,f19e35cf-90c5-41fd-b82f-3d8e05391af0,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#sizeForLargeCaution,41,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 3, \""blue\"": 97 }""}",Input a Sample Size
5dfcd7637a72cf26846e0509,2019-12-20T14:14:59.691Z,f19e35cf-90c5-41fd-b82f-3d8e05391af0,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#sizeForLargeCaution,10,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 0, \""blue\"": 100 }""}",Input a Sample Size
5dfcd763096899266f30ed17,2019-12-20T14:14:59.642Z,f19e35cf-90c5-41fd-b82f-3d8e05391af0,experienced,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#shiny-tab-LargeSizeCaution,,,,Navigated to LargeSizeCaution tab.
5dfcd7597a72cf26846e0508,2019-12-20T14:14:49.873Z,f19e35cf-90c5-41fd-b82f-3d8e05391af0,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#days,100,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 6, \""blue\"": 94 }""}",Adjust how many significance tests you are running here
5dfcd759096899266f30ed16,2019-12-20T14:14:49.644Z,f19e35cf-90c5-41fd-b82f-3d8e05391af0,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#days,110,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 5, \""blue\"": 105 }""}",Adjust how many significance tests you are running here
5dfcd751096899266f30ed15,2019-12-20T14:14:41.831Z,f19e35cf-90c5-41fd-b82f-3d8e05391af0,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#days,5,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 1, \""blue\"": 4 }""}",Adjust how many significance tests you are running here
5dfcd7517a72cf26846e0507,2019-12-20T14:14:41.809Z,f19e35cf-90c5-41fd-b82f-3d8e05391af0,experienced,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#shiny-tab-MultipleTestingCaution,,,,Navigated to MultipleTestingCaution tab.
5dfcd700096899266f30ed14,2019-12-20T14:13:20.557Z,f19e35cf-90c5-41fd-b82f-3d8e05391af0,launched,Caveats of Significance Testing,https://psu-eberly.shinyapps.io/Significance_Testing_Caveats/,,,,
5dfc0588096899266f30ecdc,2019-12-19T23:19:36.913Z,68d1d1c6-5659-4e55-8a7d-7da87216cd61,experienced,Matching Distributions,https://psu-eberly.shinyapps.io/Matching_Distributions/,,,,
5dfbfc0c7a72cf26846e04d5,2019-12-19T22:39:08.670Z,c8280065-fa9e-49f5-99ce-7e64250ad69b,launched,Matching Distributions,https://psu-eberly.shinyapps.io/Matching_Distributions/,,,,
5dfbfc0b096899266f30ecda,2019-12-19T22:39:07.781Z,4f7a63ac-5733-4a9f-ac48-3ae27cb110d3,launched,Probability Applications,https://psu-eberly.shinyapps.io/probability_applications/,,,,
5dfbf29b7a72cf26846e04d4,2019-12-19T21:58:51.187Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Geometric,FALSE,,Identify the distribution of given text: When ten men must be studied before two are found to be color blind.  Let X represent how many men were studied before the first color blind man was found.
5dfbf2807a72cf26846e04d3,2019-12-19T21:58:24.071Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Normal,FALSE,,Identify the distribution of given text: Seven people record how long (in minutes) it takes for their digital clocks to move to the next minute after they wake up in the morning. Let X represent the median of these seven values.
5dfbf2737a72cf26846e04d2,2019-12-19T21:58:11.764Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,interacted,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#filter,"Bernoulli, Binomial, Discrete Uniform, Poisson, Geometric, Negative Binomial, Continuous Uniform, Gamma, Exponential, Normal, Beta",,,Please select the distributions you'd like to use in this app and click Filter
5dfbf272096899266f30ecd9,2019-12-19T21:58:10.991Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,interacted,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#filter,"Bernoulli, Binomial, Discrete Uniform, Poisson, Geometric, Negative Binomial, Continuous Uniform, Gamma, Exponential, Normal, Beta",,,Please select the distributions you'd like to use in this app and click Filter
5dfbf2727a72cf26846e04d1,2019-12-19T21:58:10.601Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,interacted,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#filter,"Bernoulli, Binomial, Discrete Uniform, Poisson, Geometric, Negative Binomial, Continuous Uniform, Gamma, Exponential, Normal, Beta",,,Please select the distributions you'd like to use in this app and click Filter
5dfbf26c7a72cf26846e04d0,2019-12-19T21:58:04.092Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,interacted,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#restart,,,,Game has been restarted.
5dfbf2647a72cf26846e04cf,2019-12-19T21:57:56.878Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,completed,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#game,,,,Player has lost the game.
5dfbf264096899266f30ecd8,2019-12-19T21:57:56.598Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Exponential,FALSE,,Identify the distribution of given text: A popular restaurant is completely full every Friday night.  Let X represent the amount of salt the restaurant will use next Friday night.
5dfbf2567a72cf26846e04ce,2019-12-19T21:57:42.361Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Binomial,TRUE,,"Identify the distribution of given text: In a group of 17 randomly selected Penn State Students, let X represent how many of them are registered to vote in Pennsylvania."
5dfbf1c47a72cf26846e04cd,2019-12-19T21:55:16.612Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Geometric,FALSE,,"Identify the distribution of given text: Let X represent the time (in days) until the next person is bitten by a spider in State College, PA."
5dfbf1827a72cf26846e04cc,2019-12-19T21:54:10.382Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Binomial,FALSE,,Identify the distribution of given text: Let X represent the total number of bushels of apples that are harvested from a group of 50 apple trees on a farm that has thousands of rows of trees.
5dfbf1667a72cf26846e04cb,2019-12-19T21:53:42.217Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Binomial,TRUE,,Identify the distribution of given text: Let X represent the number of red-flowering plants result from 100 crosses between pink flowering plants.
5dfbf1497a72cf26846e04ca,2019-12-19T21:53:13.908Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Discrete Uniform,FALSE,,Identify the distribution of given text: Let X = 1 if the next governor of Pennsylvania is female and X = 0 otherwise.
5dfbf13e7a72cf26846e04c9,2019-12-19T21:53:02.402Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Binomial,TRUE,,"Identify the distribution of given text: A cafeteria provides teaspoons, soupspoons, non serrated and serrated knives, and forks for customers to take as needed. Let  X represent how many soupspoons are taken by the next 50 customers."
5dfbf0c67a72cf26846e04c8,2019-12-19T21:51:02.736Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,interacted,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#filter,"Bernoulli, Binomial, Discrete Uniform, Poisson, Geometric, Negative Binomial, Continuous Uniform, Gamma, Exponential, Normal, Beta",,,Please select the distributions you'd like to use in this app and click Filter
5dfbf0c4096899266f30ecd7,2019-12-19T21:51:00.108Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,experienced,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#shiny-tab-matchingdist,,,,Navigated to matchingdist tab.
5dfbf0c37a72cf26846e04c7,2019-12-19T21:50:59.053Z,4850a48a-29f7-4ba9-805e-9e638c9a738c,launched,Matching Distributions,https://psu-eberly.shinyapps.io/Matching_Distributions/,,,,
5dfbeb767a72cf26846e04c6,2019-12-19T21:28:22.103Z,6d9433d7-5fd6-42fe-9dd9-90ed534c909e,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Negative Binomial,FALSE,,"Identify the distribution of given text: The George Washington Bridge connecting New Jersey and New York is the busiest bridge in the world, carrying about 100 million vehicles a year.  On average, there is approximately one fatal accident per 20 million vehicles.  Let X represent the time (in years) until the next fatal accident on the George Washington Bridge."
5dfbeb537a72cf26846e04c5,2019-12-19T21:27:47.172Z,6d9433d7-5fd6-42fe-9dd9-90ed534c909e,interacted,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#filter,"Bernoulli, Binomial, Discrete Uniform, Poisson, Geometric, Negative Binomial, Continuous Uniform, Gamma, Exponential, Normal, Beta",,,Please select the distributions you'd like to use in this app and click Filter
5dfbeb4e7a72cf26846e04c4,2019-12-19T21:27:42.994Z,6d9433d7-5fd6-42fe-9dd9-90ed534c909e,interacted,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#restart,,,,Game has been restarted.
5dfbeb0d7a72cf26846e04c3,2019-12-19T21:26:37.308Z,6d9433d7-5fd6-42fe-9dd9-90ed534c909e,completed,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#game,,,,Player has lost the game.
5dfbeb0d096899266f30ecd6,2019-12-19T21:26:37.304Z,6d9433d7-5fd6-42fe-9dd9-90ed534c909e,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Beta,FALSE,,Identify the distribution of given text: Let X represent the number of broken links in a randomly selected  page in Wikipedia.
5dfbeac47a72cf26846e04c2,2019-12-19T21:25:24.593Z,6d9433d7-5fd6-42fe-9dd9-90ed534c909e,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Geometric,FALSE,,Identify the distribution of given text: Let X represent how long from now until there are 3 people in Pennsylvania that die from a heart attack (in days).
5dfbeaa27a72cf26846e04c1,2019-12-19T21:24:50.864Z,6d9433d7-5fd6-42fe-9dd9-90ed534c909e,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Exponential,FALSE,,Identify the distribution of given text: Let X represent the average number of words on 10000 randomly selected pages from Wikipedia.
5dfbea5b7a72cf26846e04c0,2019-12-19T21:23:39.006Z,6d9433d7-5fd6-42fe-9dd9-90ed534c909e,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Geometric,FALSE,,Identify the distribution of given text: Let X represent how many patients at Hershey Medical Center will come into the emergency room until there are two having a proble with kidney stones.
5dfbea467a72cf26846e04bf,2019-12-19T21:23:18.169Z,6d9433d7-5fd6-42fe-9dd9-90ed534c909e,interacted,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#filter,"Bernoulli, Binomial, Discrete Uniform, Poisson, Geometric, Negative Binomial, Continuous Uniform, Gamma, Exponential, Normal, Beta",,,Please select the distributions you'd like to use in this app and click Filter
5dfbea447a72cf26846e04be,2019-12-19T21:23:16.097Z,6d9433d7-5fd6-42fe-9dd9-90ed534c909e,experienced,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#shiny-tab-matchingdist,,,,Navigated to matchingdist tab.
5dfbea427a72cf26846e04bd,2019-12-19T21:23:14.771Z,6d9433d7-5fd6-42fe-9dd9-90ed534c909e,experienced,Matching Distributions,https://psu-eberly.shinyapps.io/Matching_Distributions/,,,,
5dfbd7b17a72cf26846e04bc,2019-12-19T20:04:01.927Z,8315761b-0fe2-4544-af9b-38c77396d6ba,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Normal,TRUE,,Identify the distribution of given text: Let X represent the number of gallons of gas purchased by the next 100 customers at a service station.
5dfbd7a67a72cf26846e04bb,2019-12-19T20:03:50.710Z,8315761b-0fe2-4544-af9b-38c77396d6ba,interacted,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#hint,sum of gas purchased by independent customers,,,Hint
5dfbd7907a72cf26846e04ba,2019-12-19T20:03:28.597Z,8315761b-0fe2-4544-af9b-38c77396d6ba,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Binomial,FALSE,,Identify the distribution of given text: Let X represent the first number drawn (from the numbers 1 to 59) for this week's Powerball lottery.
5dfbd77f7a72cf26846e04b9,2019-12-19T20:03:11.756Z,8315761b-0fe2-4544-af9b-38c77396d6ba,interacted,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#hint,tests until 3rd success,,,Hint
5dfbd77b096899266f30ecd5,2019-12-19T20:03:07.919Z,8315761b-0fe2-4544-af9b-38c77396d6ba,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Negative Binomial,TRUE,,Identify the distribution of given text: Let X represent how many people must be tested until you find 3 that have a B negative blood type.
5dfbd762096899266f30ecd4,2019-12-19T20:02:42.905Z,8315761b-0fe2-4544-af9b-38c77396d6ba,interacted,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#hint,sum of the number of words,,,Hint
5dfbd75c096899266f30ecd3,2019-12-19T20:02:36.110Z,8315761b-0fe2-4544-af9b-38c77396d6ba,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Exponential,FALSE,,Identify the distribution of given text: Let X represent the average number of words on 600 randomly selected pages from books in the Philadelphia Library.
5dfbd72e096899266f30ecd2,2019-12-19T20:01:50.017Z,8315761b-0fe2-4544-af9b-38c77396d6ba,answered,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#submit,Poisson,FALSE,,"Identify the distribution of given text: Let Y represent the number of phone calls that come into the county emergency ""911"" number in the next hour."
5dfbd71d096899266f30ecd1,2019-12-19T20:01:33.274Z,8315761b-0fe2-4544-af9b-38c77396d6ba,interacted,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#filter,"Bernoulli, Binomial, Discrete Uniform, Poisson, Geometric, Negative Binomial, Continuous Uniform, Gamma, Exponential, Normal, Beta",,,Please select the distributions you'd like to use in this app and click Filter
5dfbd71a096899266f30ecd0,2019-12-19T20:01:30.493Z,8315761b-0fe2-4544-af9b-38c77396d6ba,experienced,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#shiny-tab-matchingdist,,,,Navigated to matchingdist tab.
5dfbd7187a72cf26846e04b8,2019-12-19T20:01:28.031Z,8315761b-0fe2-4544-af9b-38c77396d6ba,experienced,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#shiny-tab-overview,,,,Navigated to overview tab.
5dfbd716096899266f30eccf,2019-12-19T20:01:26.005Z,8315761b-0fe2-4544-af9b-38c77396d6ba,experienced,Matching Distributions,https://psu-eberly.shinyapps.io:/Matching_Distributions/#shiny-tab-matchingdist,,,,Navigated to matchingdist tab.
5dfbd710096899266f30ecce,2019-12-19T20:01:20.554Z,8315761b-0fe2-4544-af9b-38c77396d6ba,launched,Matching Distributions,https://psu-eberly.shinyapps.io/Matching_Distributions/,,,,
5dfbd341096899266f30eccd,2019-12-19T19:45:05.546Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#sizeForSmallCaution,200,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 88, \""blue\"": 12 }""}",Input a Sample Size
5dfbd33f7a72cf26846e04b7,2019-12-19T19:45:03.355Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#sizeForSmallCaution,15,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 46, \""blue\"": 54 }""}",Input a Sample Size
5dfbd33f096899266f30eccc,2019-12-19T19:45:03.349Z,465f75ac-1643-402f-abff-3f3628fe8c0d,experienced,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#shiny-tab-SmallSizeCaution,,,,Navigated to SmallSizeCaution tab.
5dfbd3107a72cf26846e04b6,2019-12-19T19:44:16.744Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#sizeForLargeCaution,11,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 0, \""blue\"": 100 }""}",Input a Sample Size
5dfbd310096899266f30eccb,2019-12-19T19:44:16.182Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#sizeForLargeCaution,15,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 0, \""blue\"": 100 }""}",Input a Sample Size
5dfbd30f7a72cf26846e04b5,2019-12-19T19:44:15.603Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#sizeForLargeCaution,8,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 0, \""blue\"": 100 }""}",Input a Sample Size
5dfbd30f096899266f30ecca,2019-12-19T19:44:15.108Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#sizeForLargeCaution,15,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 0, \""blue\"": 100 }""}",Input a Sample Size
5dfbd30c096899266f30ecc9,2019-12-19T19:44:12.164Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#sizeForLargeCaution,25,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 0, \""blue\"": 100 }""}",Input a Sample Size
5dfbd3097a72cf26846e04b4,2019-12-19T19:44:09.156Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#sizeForLargeCaution,1000,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 66, \""blue\"": 34 }""}",Input a Sample Size
5dfbd306096899266f30ecc8,2019-12-19T19:44:06.226Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#sizeForLargeCaution,10,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 0, \""blue\"": 100 }""}",Input a Sample Size
5dfbd3067a72cf26846e04b3,2019-12-19T19:44:06.222Z,465f75ac-1643-402f-abff-3f3628fe8c0d,experienced,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#shiny-tab-LargeSizeCaution,,,,Navigated to LargeSizeCaution tab.
5dfbd302096899266f30ecc7,2019-12-19T19:44:02.514Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#days,100,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 7, \""blue\"": 93 }""}",Adjust how many significance tests you are running here
5dfbd3017a72cf26846e04b2,2019-12-19T19:44:01.915Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#days,40,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 2, \""blue\"": 38 }""}",Adjust how many significance tests you are running here
5dfbd2f87a72cf26846e04b1,2019-12-19T19:43:52.256Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#days,30,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 2, \""blue\"": 28 }""}",Adjust how many significance tests you are running here
5dfbd2ef7a72cf26846e04b0,2019-12-19T19:43:43.565Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#days,20,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 0, \""blue\"": 20 }""}",Adjust how many significance tests you are running here
5dfbd2ef096899266f30ecc6,2019-12-19T19:43:43.177Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#days,10,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 0, \""blue\"": 10 }""}",Adjust how many significance tests you are running here
5dfbd2ee7a72cf26846e04af,2019-12-19T19:43:42.624Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#days,20,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 0, \""blue\"": 20 }""}",Adjust how many significance tests you are running here
5dfbd2e37a72cf26846e04ae,2019-12-19T19:43:31.638Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#days,160,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 9, \""blue\"": 151 }""}",Adjust how many significance tests you are running here
5dfbd2d37a72cf26846e04ad,2019-12-19T19:43:15.812Z,465f75ac-1643-402f-abff-3f3628fe8c0d,interacted,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#days,5,,"{""https://shinyapps&46;science&46;psu&46;edu/details"":""{ \""red\"": 0, \""blue\"": 5 }""}",Adjust how many significance tests you are running here
5dfbd2d3096899266f30ecc5,2019-12-19T19:43:15.802Z,465f75ac-1643-402f-abff-3f3628fe8c0d,experienced,Significance Testing Caveats,https://psu-eberly.shinyapps.io:/Significance_Testing_Caveats/#shiny-tab-MultipleTestingCaution,,,,Navigated to MultipleTestingCaution tab.
5dfbd2d27a72cf26846e04ac,2019-12-19T19:43:14.869Z,465f75ac-1643-402f-abff-3f3628fe8c0d,launched,Caveats of Significance Testing,https://psu-eberly.shinyapps.io/Significance_Testing_Caveats/,,,,
